"CTRL_DBP_BUS_automobile_manufacturer","0","http://dbpedia.org/ontology/Company"
"CTRL_DBP_BUS_european_company_high_revenues","3","http://dbpedia.org/ontology/Place"
"CTRL_DBP_MUS_german_musician_NOISE2","0","http://dbpedia.org/ontology/Person"
"CTRL_DBP_MUS_rock_bands_labels","2","http://dbpedia.org/ontology/Company"
"CTRL_DBP_MUS_rock_bands_labels","3","http://dbpedia.org/ontology/Person"
"CTRL_DBP_MUS_rock_bands_labels_NOISE2","2","http://dbpedia.org/ontology/Agent"
"CTRL_DBP_POL_european_prime_ministers","0","http://dbpedia.org/ontology/Person"
"CTRL_DBP_SPO_goalkeepers","2","http://dbpedia.org/ontology/Agent"
"CTRL_DBP_SPO_goalkeepers","3","http://dbpedia.org/ontology/ArchitecturalStructure"
"CTRL_DBP_SPO_goalkeepers_NOISE2","0","http://dbpedia.org/ontology/Person"
"CTRL_WIKI_BUS_largest_companies_by_revenue","6","http://dbpedia.org/ontology/Place"
"CTRL_WIKI_BUS_largest_employers","3","http://dbpedia.org/ontology/Place"
"CTRL_WIKI_BUS_largest_employers_NOISE2","3","http://dbpedia.org/ontology/Place"
"CTRL_WIKI_GEO_member_states_united_nations","0","http://dbpedia.org/ontology/Place"
"TOUGH_DBP_HOMO_SORTED_athletes_in_clubs","0","http://dbpedia.org/ontology/Person"
"TOUGH_DBP_HOMO_SORTED_athletes_in_clubs","1","http://dbpedia.org/ontology/Agent"
"TOUGH_DBP_HOMO_players_in_clubs","1","http://dbpedia.org/ontology/Agent"
"TOUGH_WEB_MISC_wiki_list_of_national_anthems","0","http://dbpedia.org/ontology/Place"
"TOUGH_WEB_MISC_wiki_presidents_of_the_us","4","http://dbpedia.org/ontology/Agent"
"TOUGH_WEB_MISSP_drugs","0","http://dbpedia.org/ontology/ChemicalSubstance"
