"CTRL_DBP_BUS_automobile_manufacturer","0","http://dbpedia.org/ontology/Company"
"CTRL_DBP_BUS_automobile_manufacturer","1","http://dbpedia.org/ontology/Country"
"CTRL_DBP_BUS_automobile_manufacturer","2","http://dbpedia.org/ontology/Automobile"
"CTRL_DBP_BUS_automobile_manufacturer","3","http://dbpedia.org/ontology/PopulatedPlace"
"CTRL_DBP_BUS_european_company_high_revenues","1","http://dbpedia.org/ontology/Company"
"CTRL_DBP_BUS_european_company_high_revenues","3","http://dbpedia.org/ontology/Place"
"CTRL_DBP_BUS_european_company_high_revenues","5","http://dbpedia.org/ontology/Country"
"CTRL_DBP_MUS_german_musician_NOISE2","0","http://dbpedia.org/ontology/MusicalArtist"
"CTRL_DBP_MUS_german_musician_NOISE2","1","http://dbpedia.org/ontology/MusicGenre"
"CTRL_DBP_MUS_rock_bands_labels","2","http://dbpedia.org/ontology/Company"
"CTRL_DBP_MUS_rock_bands_labels","3","http://dbpedia.org/ontology/MusicalArtist"
"CTRL_DBP_MUS_rock_bands_labels_NOISE2","0","http://dbpedia.org/ontology/Agent"
"CTRL_DBP_MUS_rock_bands_labels_NOISE2","2","http://dbpedia.org/ontology/Company"
"CTRL_DBP_MUS_rock_bands_labels_NOISE2","3","http://dbpedia.org/ontology/MusicalArtist"
"CTRL_DBP_MUS_us_musician_aliases","0","http://dbpedia.org/ontology/Agent"
"CTRL_DBP_MUS_us_musician_aliases","1","http://dbpedia.org/ontology/MusicGenre"
"CTRL_DBP_MUS_us_musician_aliases_NOISE2","1","http://dbpedia.org/ontology/MusicGenre"
"CTRL_DBP_POL_european_prime_ministers","0","http://dbpedia.org/ontology/Person"
"CTRL_DBP_POL_european_prime_ministers","1","http://dbpedia.org/ontology/Organisation"
"CTRL_DBP_POL_european_prime_ministers","2","http://dbpedia.org/ontology/Country"
"CTRL_DBP_SPO_goalkeepers","0","http://dbpedia.org/ontology/Person"
"CTRL_DBP_SPO_goalkeepers","1","http://dbpedia.org/ontology/PopulatedPlace"
"CTRL_DBP_SPO_goalkeepers","2","http://dbpedia.org/ontology/SoccerClub"
"CTRL_DBP_SPO_goalkeepers","3","http://dbpedia.org/ontology/Stadium"
"CTRL_DBP_SPO_goalkeepers_NOISE2","0","http://dbpedia.org/ontology/Person"
"CTRL_DBP_SPO_goalkeepers_NOISE2","1","http://dbpedia.org/ontology/PopulatedPlace"
"CTRL_DBP_SPO_goalkeepers_NOISE2","2","http://dbpedia.org/ontology/SoccerClub"
"CTRL_DBP_SPO_goalkeepers_NOISE2","3","http://dbpedia.org/ontology/Stadium"
"CTRL_WIKI_BUS_largest_companies_by_revenue","1","http://dbpedia.org/ontology/Company"
"CTRL_WIKI_BUS_largest_companies_by_revenue","6","http://dbpedia.org/ontology/Country"
"CTRL_WIKI_BUS_largest_employers","0","http://dbpedia.org/ontology/Organisation"
"CTRL_WIKI_BUS_largest_employers","3","http://dbpedia.org/ontology/Country"
"CTRL_WIKI_BUS_largest_employers_NOISE2","0","http://dbpedia.org/ontology/Organisation"
"CTRL_WIKI_BUS_largest_employers_NOISE2","3","http://dbpedia.org/ontology/Country"
"CTRL_WIKI_GEO_member_states_united_nations","0","http://dbpedia.org/ontology/Country"
"CTRL_WIKI_GEO_member_states_united_nations","1","http://dbpedia.org/ontology/PopulatedPlace"
"CTRL_WIKI_GEO_member_states_united_nations","3","http://dbpedia.org/ontology/Settlement"
"TOUGH_DBP_HOMO_SORTED_athletes_in_clubs","0","http://dbpedia.org/ontology/Person"
"TOUGH_DBP_HOMO_SORTED_athletes_in_clubs","1","http://dbpedia.org/ontology/SportsTeam"
"TOUGH_DBP_HOMO_players_in_clubs","0","http://dbpedia.org/ontology/Person"
"TOUGH_DBP_HOMO_players_in_clubs","1","http://dbpedia.org/ontology/SoccerClub"
"TOUGH_WEB_MISC_wiki_list_of_lakes_by_area","1","http://dbpedia.org/ontology/BodyOfWater"
"TOUGH_WEB_MISC_wiki_list_of_lakes_by_area","2","http://dbpedia.org/ontology/PopulatedPlace"
"TOUGH_WEB_MISC_wiki_list_of_national_anthems","0","http://dbpedia.org/ontology/Country"
"TOUGH_WEB_MISC_wiki_list_of_national_anthems","3","http://dbpedia.org/ontology/Person"
"TOUGH_WEB_MISC_wiki_list_of_national_anthems","4","http://dbpedia.org/ontology/Agent"
"TOUGH_WEB_MISC_wiki_presidents_of_the_us","2","http://dbpedia.org/ontology/Person"
"TOUGH_WEB_MISC_wiki_presidents_of_the_us","3","http://dbpedia.org/ontology/Organisation"
"TOUGH_WEB_MISC_wiki_presidents_of_the_us","4","http://dbpedia.org/ontology/PoliticalParty"
"TOUGH_WEB_MISC_wiki_presidents_of_the_us","5","http://dbpedia.org/ontology/Election"
"TOUGH_WEB_MISC_wiki_presidents_of_the_us","6","http://dbpedia.org/ontology/OfficeHolder"
"TOUGH_WEB_MISSP_drugs","0","http://dbpedia.org/ontology/Drug"
"TOUGH_WEB_MISSP_drugs","1","http://dbpedia.org/ontology/Drug"
